url,title,year,month,film,season,platform,comment,
spring-2019-tv-preview-shows-thatll-please-your-eyeballs-with-lgbtq-women-characters-454850,Spring 2019 TV Preview: Shows That’ll Please Your Eyeballs With LGBTQ+ Women Characters,2019,4,She-Ra and the Princesses of Power,2,Netflix,"We don’t know much about the second season of She-Ra. During the off-season showrunner Noelle Stevenson said she thinks of She-Ra and Catra as a modern day Buffy and Faith, we do know that. Plus she even knows what character each of her character’s would play in D&D: “Adora is a fighter while She-Ra is a paladin — specifically, one who would use fancy dice that roll badly. Additionally: Catra is a rogue, Scorpia is a fighter or barbarian, Frosta is also a barbarian, Bow is ‘half-ranger, half-bard … like a ranger that took classes in bard’ and Glimmer, of course, is a sorcerer.” So I guess what I’m saying is it’s going to keep being hella nerdy and hella gay. (- Heather Hogan)",
spring-2019-tv-preview-shows-thatll-please-your-eyeballs-with-lgbtq-women-characters-454850,Spring 2019 TV Preview: Shows That’ll Please Your Eyeballs With LGBTQ+ Women Characters,2019,4,The 100,6,the CW,Season Six will find the characters in this show trying to start a new world on a new planet. Neat!,
spring-2019-tv-preview-shows-thatll-please-your-eyeballs-with-lgbtq-women-characters-454850,Spring 2019 TV Preview: Shows That’ll Please Your Eyeballs With LGBTQ+ Women Characters,2019,5,Easy,3,Netflix,"Details are hard to track down for the third and final season of this anthology series, which has previously featured two stories about a lesbian couple, played by Kiersey Clemons and Jacqueline Toboni",
spring-2019-tv-preview-shows-thatll-please-your-eyeballs-with-lgbtq-women-characters-454850,Spring 2019 TV Preview: Shows That’ll Please Your Eyeballs With LGBTQ+ Women Characters,2019,5,Fleabag,2,Amazon Prime,"Fleabag’s second and final season will see our hapless heroine — 371 days, 19 hours and 26 minutes after the devastating revelation that concluded  Season One  — pursuing ill-advised sexual situations like a wild crush on a priest she meets through her Godmother, played by Olivia Coleman, a painter whose “Sexhibition” show pays tribute to her gloriously promiscuous past. Kristin Scott Thomas shows up in Epsiode Three as Belinda, a lesbian businesswoman who Fleabag finds herself immediately attracted to because that’s right, Fleabag is bisexual!",
spring-2019-tv-preview-shows-thatll-please-your-eyeballs-with-lgbtq-women-characters-454850,Spring 2019 TV Preview: Shows That’ll Please Your Eyeballs With LGBTQ+ Women Characters,2019,5,Vida,2,Starz,"According to Deadline, Season Two will find the sisters trying to save their mothers bar “while attempting to find respect and common ground.” Emma’s under a lot of pressure and will need Lyn to step up if their relationship has any hope of surviving. Most importantly, my imaginary girlfriend Roberta Colindrez (Fun Home on Broadway, I Love Dick, The Deuce, Girls) is joining the Season Two cast. All ten episodes will be dropped at once, so clear your weekend!",
spring-2019-tv-preview-shows-thatll-please-your-eyeballs-with-lgbtq-women-characters-454850,Spring 2019 TV Preview: Shows That’ll Please Your Eyeballs With LGBTQ+ Women Characters,2019,5,She’s Gotta Have It,2,Netflix,"In Season Two, “Nola must decide if she will reman true to her creative ideals or give in to the corporate world.” We can expect to see her “journey of self-discovery” transforming the lives around her, including our lesbian friend Opal!",
spring-summer-2018-tv-preview-all-the-lesbian-and-bisexual-and-trans-women-tv-characters-your-heart-requires-418534,Spring/Summer 2018 TV Preview: All the Lesbian and Bisexual and Trans Women TV Characters Your Heart Requires,2018,4,Star,2,Fox,"Star’s a soap opera about low income, teen girls of color reaching for the music superstar dreams. It has had an impressive slate of black QTPOC representation in front of and behind the camera — including Amiyah Scott as Cotton Brown, becoming the first trans actress to play a trans woman in a regular network TV role, and out actor Miss Lawrence as Miss Bruce. It also stars Queen Latifah and is produced by out gay producer Lee Daniels. One of the show’s lead protagonists is Simone Davis, a biracial, bisexual teen who’s in and out of foster care. She’s got an unbreakable spirit and determination to go after her goals. It wouldn’t be fair not to warn you that (SPOILER ALERT) Star buried one of its gays last winter. I still find the musical soap enjoyable, but it’s something to keep in mind. — Carmen",
spring-summer-2018-tv-preview-all-the-lesbian-and-bisexual-and-trans-women-tv-characters-your-heart-requires-418534,Spring/Summer 2018 TV Preview: All the Lesbian and Bisexual and Trans Women TV Characters Your Heart Requires,2018,4,Siren,1,Freeform,"A murder mermaid temporarily shed her tail and popped onto land for a while, learning the way humans do things and then tossing them aside to do what she wants. And sometimes that thing includes kissing a girl. The girl has a boyfriend but the boyfriend is into the mermaid too so we might have our first-ever man-woman-mermaid throuple situation heading our way on Freeform in this ten-episode series. — Valerie Anne",
spring-summer-2018-tv-preview-all-the-lesbian-and-bisexual-and-trans-women-tv-characters-your-heart-requires-418534,Spring/Summer 2018 TV Preview: All the Lesbian and Bisexual and Trans Women TV Characters Your Heart Requires,2018,4,Famous in Love,2,Freeform,"Bisexual actress Alexis is the star of her own reality television show this season, which means regularly negotiating the temptation to ruin the lives of everybody she knows and cares about in order to amass fame and the veneer of success! What an inspirational character for us all. — Riese",
spring-summer-2018-tv-preview-all-the-lesbian-and-bisexual-and-trans-women-tv-characters-your-heart-requires-418534,Spring/Summer 2018 TV Preview: All the Lesbian and Bisexual and Trans Women TV Characters Your Heart Requires,2018,4,Imposters,2,Bravo,"The Bumblers, including our fave, Jules Langmore, are riding high after exacting revenge on the ex that betrayed them all but things quickly go sour and the trio are forced to regroup in Mexico. Season Two promises to delve more into Jules’ backstory, including introducing us to her sister, Poppy (Rachel Skarsten). — Natalie",
spring-summer-2018-tv-preview-all-the-lesbian-and-bisexual-and-trans-women-tv-characters-your-heart-requires-418534,Spring/Summer 2018 TV Preview: All the Lesbian and Bisexual and Trans Women TV Characters Your Heart Requires,2018,4,Killing Eve,1,BBC America,"Sandra Oh has finally booked the post-Grey’s Anatomy leading role she deserves, playing Eve, a spy tracking down a notorious bisexual assassin named Villanelle (Jodie Comer). Their obsession with each other is laced with sexual attraction. And even though it’s a spy thriller, Phoebe Waller-Bridge infuses this dark world with bits of unexpected humor that Oh and Comer bring out masterfully. Killing Eve is the sexy, queer spy thriller I’ve long craved. — Kayla (warning: due to the genre of this show, steady yourself for some gays to get buried.)",
spring-summer-2018-tv-preview-all-the-lesbian-and-bisexual-and-trans-women-tv-characters-your-heart-requires-418534,Spring/Summer 2018 TV Preview: All the Lesbian and Bisexual and Trans Women TV Characters Your Heart Requires,2018,4,Supergirl,3,the CW,"Supergirl took a hiatus to sort some stuff out and I’m really hoping that means great things for the back half of this season. Our resident lesbian, Alex, is still getting over her ex-girlfriend Maggie, so I doubt she’ll have any kind of lady love until Season Four, but hopefully the show continues to focus on her relationship with Kara, and remember that the show actually is about Supergirl, not her boring ex-boyfriend. Also if Alex wanted to go on a few bad Tinder dates just for giggles I’d be fine with that, too. — Valerie Anne",
spring-summer-2018-tv-preview-all-the-lesbian-and-bisexual-and-trans-women-tv-characters-your-heart-requires-418534,Spring/Summer 2018 TV Preview: All the Lesbian and Bisexual and Trans Women TV Characters Your Heart Requires,2018,4,Westworld,2,HBO,"When asked about exploring Dolores’s sexuality, Evan Rachel Wood said her character is “not either a man or a woman” and, furthermore, “All I can say is, yes, there’s going to be something. I wasn’t disappointed. I was like, ‘Yay,’ but that’s all I can say.” It is very difficult to describe Westworld at all in a little paragraph in a teevee preview — because LOL I barely understand what’s going on half the time. Still it’s some of the most exciting television on television these days, even if all the queer stuff has been either deeply buried/implied or very surface level. — Riese",
spring-summer-2018-tv-preview-all-the-lesbian-and-bisexual-and-trans-women-tv-characters-your-heart-requires-418534,Spring/Summer 2018 TV Preview: All the Lesbian and Bisexual and Trans Women TV Characters Your Heart Requires,2018,4,Into the Badlands,2,AMC,"Season Two came back both with and without a bang. That is to say, Tilda isn’t sporting her classic bang look anymore, but it’s because she needs her hair slicked back — the better to murder men with, my dear. It looks like she’ll be slaying enemies alongside her girl Odessa this season while she works out her mommy issues. We’ll also meet a new character who really upped the murder game; she has potential to really shake things up. — Valerie",
spring-summer-2018-tv-preview-all-the-lesbian-and-bisexual-and-trans-women-tv-characters-your-heart-requires-418534,Spring/Summer 2018 TV Preview: All the Lesbian and Bisexual and Trans Women TV Characters Your Heart Requires,2018,4,The 100,5,the CW,"I’ll be honest: It doesn’t matter how we do or do not write about this show, someone will get mad at us because we did or did not write about this show. So, here are the facts: The 100 still boasts a badaass bisexual leading character. The 100 also unrepentantly murdered a lesbian character that set off a chain reaction of activism that changed the landscape of queer TV forever. Whatever your relationship is to this show, it’s valid. We’re not telling you what to believe. What we’re telling you is that The 100, unlike Lexa, continues to exist",
